line_offset,speed,yaw,steer,throttle,reward
-0.002827380952380961,nan,0.0,-0.000723809523809526,39.95657142857143,1.0
-0.005654761904761922,nan,0.0,-0.00711934523809526,39.57283928571429,1.0
-0.008482142857142883,0.25843190509212033,0.0,-0.007877083333333356,39.527375,1.0
-0.008482142857142883,0.40167075859716533,0.0,-0.0022732142857142925,39.86360714285714,1.0
-0.006956845238095255,0.5461659542287907,-2.5387041778738654e-05,0.001116964285714298,39.93298214285714,1.0
-0.0054315476190476275,0.6906319448766408,-2.5387041778738654e-05,0.0014656994047619189,39.91205803571428,1.0
-0.00390625,0.8345086489116148,-2.5387041778738654e-05,0.0018235863095238257,39.89058482142857,1.0
-0.00390625,0.9777102842028126,-2.5387041778738654e-05,-0.001250446428571429,39.924973214285714,1.0
-0.00390625,1.1203975052616808,-2.5387041778738654e-05,-0.0012738839285714291,39.92356696428571,1.0
-0.00390625,1.262811423802432,-1.536736848238257e-05,-0.0012973214285714291,39.92216071428572,1.0
-0.00390625,1.4051752594562459,-1.536736848238257e-05,-0.0013207589285714292,39.920754464285714,1.0
-0.00390625,1.54765057104476,-1.536736848238257e-05,-0.0013441964285714292,39.91934821428571,1.0
-0.00390625,1.6903287140869179,-1.536736848238257e-05,-0.0013676339285714292,39.91794196428572,1.0
-0.00390625,1.8332414287086343,-1.536736848238257e-05,-0.0013910714285714292,39.916535714285715,1.0
-0.004103535353535359,1.9763782895584152,-1.0069037239370074e-05,-0.0018595846861471995,39.88842491883117,1.0
-0.004300820707070718,2.119703841443852,-1.0069037239370074e-05,-0.0019347109487734635,39.88391734307359,1.0
-0.004498106060606077,2.263171080470602,-1.0069037239370074e-05,-0.00201102092352094,39.87933874458874,1.0
-0.004498106060606077,2.4067305448096614,-1.0069037239370074e-05,-0.0016434388528138578,39.90139366883117,1.0
-0.004498106060606077,2.5503355531727174,-1.0069037239370074e-05,-0.0016704274891774945,39.89977435064935,1.0
-0.004300820707070718,2.6940334036966487,-8.851821234476816e-07,-0.0012523403679653607,39.92485957792208,1.0
-0.004103535353535359,2.837627924118724,-8.851821234476816e-07,-0.001227640241702733,39.92634158549784,1.0
-0.00390625,2.981102705507892,-8.851821234476816e-07,-0.0012017564033188933,39.92789461580087,1.0
-0.00390625,3.1244931118739805,-8.851821234476816e-07,-0.0016197646103896116,39.90281412337662,1.0
-0.00390625,3.267843861852634,-8.851821234476816e-07,-0.0016432021103896114,39.90140787337663,1.0
-0.004073183760683756,3.4111889535058344,5.772596866817049e-06,-0.0020432421744921644,39.87740546953047,1.0
-0.004240117521367511,3.554544911881985,5.772596866817049e-06,-0.0021104163197913067,39.873375020812524,1.0
-0.004407051282051266,3.6967351866861646,5.772596866817049e-06,-0.0021785920676545547,39.869284475940724,1.0
-0.004407051282051266,3.8396038441248037,5.772596866817049e-06,-0.0018711668539793508,39.88772998876124,1.0
-0.004407051282051266,3.9825191542739686,5.772596866817049e-06,-0.0018976091616716585,39.8861434502997,1.0
-0.004407051282051266,4.125341794249416,2.7350494524306173e-05,-0.001924051469363966,39.88455691183816,1.0
